rule_uid	file_id	criteria	rule	group	resource	directionality	verbatim	contemporary	factuality	reasoning	confidence	author	work_title	impact_year	group_specificity	is_historical	secondary_reasoning	resource_materiality	materiality_reasoning
tlg0006.tlg018.perseus-eng2#46	tlg0006.tlg018.perseus-eng2	Gender	Female exclusion from military policy	Women	Political power	LESS	[§38] It is not right that this man should enter into battle with all Argos or be slain for a woman’s sake.	1	0	The passage argues that it is unjust for the male military collective (Argos/Achilles) to be risked or inconvenienced for the sake of an individual woman's interests.	8.0	Euripides	Iphigenia in Aulis	-445	5	0	Canonical societal group; the author describes a contemporary norm within the play's setting.	3	Political power is access to a social role that produces tangible outcomes.
tlg0006.tlg018.perseus-eng2#47	tlg0006.tlg018.perseus-eng2	Gender	Male command of military forces	Adult male citizens	Right to lead military expeditions	MORE	[§42] You captains of this leagued Achaean army, do you see this victim, which the goddess has set before her altar... Therefore take heart, sailors, each man of you, and away to your ships, for today we must leave the hollow bays of Aulis and cross the Aegean main.	1	1	The text identifies the captains and sailors as the active participants in the military campaign and the recipients of the orders to sail. In the context of the Greek army at Aulis described by the messenger, the leadership and operational roles in the military are reserved for men.	9.0	Euripides	Iphigenia in Aulis	-445	4	0	Broad societal group; the author describes a contemporary norm within the play's setting.	3	Right to lead military expeditions is access to a social role with tangible outcomes.
tlg0006.tlg018.perseus-eng2#48	tlg0006.tlg018.perseus-eng2	Occupation	Priestly performance of animal sacrifice	Priests	Right to perform ritual sacrifices	MORE	[§42] But the priest, seizing his knife, offered up a prayer and was closely scanning the maiden’s throat to see where he should strike... Then, when the sacrifice was wholly burnt to ashes in the blazing flame, he offered such prayers as were fitting, that the army might win return.	1	1	The messenger describes the specific occupational role of the priest (Calchas) in performing the physical act of sacrifice and the accompanying prayers, identifying this as a specialized religious function within the society.	10.0	Euripides	Iphigenia in Aulis	-445	3	0	Specific role within a broader class; the author describes a contemporary norm within the play's setting.	3	Right to perform ritual sacrifices is access to a social role with tangible outcomes.
tlg0006.tlg018.perseus-eng2#49	tlg0006.tlg018.perseus-eng2	Gender	Domestic restriction of wives	Women	Freedom of movement outside the home	LESS	[§43] But you must take this tender child and start for home, for the army is looking now to sail. Fare you well! it is long before I shall greet you on my return from Troy.	1	1	Agamemnon explicitly instructs Clytemnestra to return to the domestic sphere (home) while the men depart for the public/military sphere of war, reflecting the societal norm of gendered spatial segregation.	8.0	Euripides	Iphigenia in Aulis	-445	5	0	Canonical societal group; the author describes a contemporary norm within the play's setting.	3	Freedom of movement outside the home is access to a social role with tangible outcomes.
tlg0010.tlg019.perseus-eng2#0	tlg0010.tlg019.perseus-eng2	Wealth / Properties	Liturgy obligation for the wealthy	Wealthy citizens	Exemption from compulsory public financing	LESS	[§4] Then when my career was near its close, having been challenged to an exchange of property on the question of a trierarchy, and subjected to a trial on that issue... [§5] they imposed the trierarchy upon me. Now, I bore that expense in such a manner as is becoming to those who are neither too much upset by such things nor altogether reckless.	1	1	Isocrates describes being legally compelled to fund a trierarchy (filling the role of a trierarch) based on his perceived wealth. This reflects the Athenian liturgical system where the wealthiest citizens were required to fund state services.	10.0	Isocrates	Antidosis	-400	4	0	The group is broad but specific (wealthy citizens); the author describes a contemporary legal obligation.	4	Exemption from compulsory public financing is a concrete legal right with direct material effect.
tlg0010.tlg019.perseus-eng2#1	tlg0010.tlg019.perseus-eng2	Citizenship	Defendant right of defense	Citizens	Right to a legal defense	MORE	[§17] I beg you, then, neither to credit nor to discredit what has been said to you until you have heard to the end what I also have to say, bearing it in mind that there would have been no need of granting to the accused the right of making a defense, had it been possible to reach a just verdict from the arguments of the accuser.	1	1	The text explicitly mentions the established legal right for an accused person to present a defense in court to ensure a just verdict.	9.0	Isocrates	Antidosis	-400	5	0	The group is a canonical societal category; the author describes a contemporary legal right.	4	The right to a legal defense is a concrete legal right with direct material effect on one's freedom.
tlg0010.tlg019.perseus-eng2#2	tlg0010.tlg019.perseus-eng2	Citizenship	Impartial jury hearing	Citizens	Protection from biased adjudication	MORE	[§21] while we take our solemn oath at the beginning of each year that we will hear impartially both accusers and accused, [§22] we depart so far from this in practice, that when the accuser makes his charges we give ear to whatever he may say; but when the accused endeavors to refute them, we sometimes do not endure even to hear his voice.	1	1	Isocrates refers to the Dicastic Oath taken by citizens, which creates a formal rule that both parties in a trial must be heard with equal goodwill, even if he complains that the practice often fails the rule.	9.0	Isocrates	Antidosis	-400	5	0	The group is a canonical societal category; the author describes a contemporary legal norm.	4	Protection from biased adjudication is a concrete legal right affecting trial outcomes.
tlg0010.tlg019.perseus-eng2#3	tlg0010.tlg019.perseus-eng2	Citizenship	Protection from summary execution	Citizens	Right to a trial	MORE	[§22] Those states in which an occasional citizen is put to death without a trial we condemn as unfit to live in, yet are blind to the fact that we are in the same case when we do not hear with equal good will both sides of the contest.	1	1	The text identifies the right to a trial before execution as a defining rule of the Athenian state, contrasting it with states where citizens are put to death summarily.	8.0	Isocrates	Antidosis	-400	5	0	The group is a canonical societal category; the author describes a contemporary legal protection.	5	The right to a trial protects bodily entitlement (life) from summary execution.
tlg0010.tlg019.perseus-eng2#4	tlg0010.tlg019.perseus-eng2	Wealth / Properties	Exchange of property (Antidosis)	Wealthy citizens	Right to transfer financial burdens	MORE	[§4] having been challenged to an exchange of property on the question of a trierarchy, and subjected to a trial on that issue... [§8] I were to suppose that a sycophant had brought an indictment and was threatening me with trouble and that he was using the calumnies which had been urged against me in the suit about the exchange of property.	1	1	The 'Antidosis' (exchange of property) was a legal mechanism where a wealthy citizen nominated for a liturgy could challenge another deemed wealthier to either take over the burden or exchange all their possessions.	10.0	Isocrates	Antidosis	-400	4	0	The group is broad but specific (wealthy citizens); the author describes a contemporary legal mechanism.	4	The right to transfer financial burdens (Antidosis) is a concrete legal right with direct material effect.
tlg0010.tlg019.perseus-eng2#5	tlg0010.tlg019.perseus-eng2	Citizenship	Citizen protection from unproven charges	Citizens	Protection from charges without proof	MORE	[§32] Let me ask you, however, not to pay any attention to what you have heard about me in the past from my would-be slanderers and calumniators, not to credit charges which have been made without proof or trial, and not to be influenced by the suspicions which have been maliciously implanted in you by my enemies.	1	0	The author appeals to the legal norm that citizens should not be convicted based on slander or unproven suspicion, but rather on evidence presented during a formal trial.	9.0	Isocrates	Antidosis	-400	5	0	The group is a canonical societal category; the author describes a contemporary legal norm.	4	Protection from unproven charges is a concrete legal right with direct material effect on one's standing.
