file_id	author	title	pages	author_impact_date	group	group_category	resource	resource_category	rule_category	direction	rule_name	confidence	specificity
tlg0627.tlg004.perseus-eng2	Hippocrates	On Regimen in Acute Diseases	66	-465	Elders	Age	Access to venesection	Economic privileges	Access to medical intervention	LESS	Age-based bloodletting criteria	9	3
tlg0627.tlg004.perseus-eng2	Hippocrates	On Regimen in Acute Diseases	66	-465	Children	Age	Protection from excessive blood loss	Body integrity	Regulated medical treatment	MORE	Age-calibrated blood extraction	9	2
tlg0627.tlg004.perseus-eng2	Hippocrates	On Regimen in Acute Diseases	66	-465	Patients	Health	Right to prognostic disclosure	Legal standing	Relief from medical uncertainty	MORE	Medical information right	9	2
tlg0627.tlg004.perseus-eng2	Hippocrates	On Regimen in Acute Diseases	66	-465	Women	Gender	Equal medical diagnostic consideration	Health	Access to medical care	MORE	Inclusion of women in diagnostics	10	2
tlg0627.tlg004.perseus-eng2	Hippocrates	On Regimen in Acute Diseases	66	-465	The sick	Health	Right to consume standard food	Economic privileges	Restriction of resource access	LESS	Patient dietary restriction	9	3
tlg0627.tlg004.perseus-eng2	Hippocrates	On Regimen in Acute Diseases	66	-465	Patients	Health	Right to receive medical prognosis	Legal standing	Access to judicial protection	MORE	Medical disclosure of prognosis	8	2
tlg0627.tlg004.perseus-eng2	Hippocrates	On Regimen in Acute Diseases	66	-465	Patients	Health	Protection from excessive bloodletting	Body integrity	Access to medical care	MORE	Health-based venesection eligibility	9	3
tlg0627.tlg004.perseus-eng2	Hippocrates	On Regimen in Acute Diseases	66	-465	Athletes	Occupation	Right to specialized diagnostic forecasting	Legal standing	Access to medical care	MORE	Exercise-based diagnostic priority	8	4
tlg0627.tlg004.perseus-eng2	Hippocrates	On Regimen in Acute Diseases	66	-465	Sexually active or intemperate persons	Health	Access to specific medical purgatives (hellebore)	Economic privileges	Denial of medical treatment	LESS	Behavioral contraindication for hellebore	9	5
tlg0627.tlg004.perseus-eng2	Hippocrates	On Regimen in Acute Diseases	66	-465	Patients	Health	Right to bloodletting treatment	Body integrity	Access to medical care	MORE	Medical access to bloodletting	9	4
tlg0627.tlg004.perseus-eng2	Hippocrates	On Regimen in Acute Diseases	66	-465	Patients with chronic pain	Health	Protection from downward purging	Body integrity	Medical restriction	MORE	Restriction on purgative medicine	9	5
tlg0627.tlg004.perseus-eng2	Hippocrates	On Regimen in Acute Diseases	66	-465	Hysterical patients	Health	Right to clinical differentiation	Legal standing	Legal standing	MORE	Clinical diagnostic protection	7	6
tlg0627.tlg004.perseus-eng2	Hippocrates	On Regimen in Acute Diseases	66	-465	Anaemic or splenetic patients	Health	Protection from purgative interference	Body integrity	Medical restriction	MORE	Protection from harmful purging	9	5
tlg0627.tlg004.perseus-eng2	Hippocrates	On Regimen in Acute Diseases	66	-465	Post-surgical patients	Health	Access to gym and wrestling facilities	Economic privileges	Access to medical care	MORE	Post-surgical exercise regimen	8	6
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Slaves	Freedom status	Protection from being sold	Freedom	Restriction of personal freedom	LESS	Slave saleability	10	2
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Parents	Age	Right to be free from divine/communal anger for children's conduct	Legal standing	Obligation of public duty	LESS	Parental correctional duty	9	3
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The wealthy	Wealth	Hope for future spiritual goods	Religious access	Denial of religious/future rewards	LESS	Wealth-based exclusion	8	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Parents	Age	Right to exercise domestic discipline	Legal standing	Access to judicial protection	MORE	Parental correctional authority	9	3
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Heathen	Origin	Extended period for repentance	Legal standing	Exclusion from religious standing	MORE	Heathen repentance access	9	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Leaders of the Church	Occupation	Political and administrative authority	Political power	Obligation of public duty	MORE	Church leadership administrative duty	9	7
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	['Widows', 'Age']	Gender, Age	Right to communal exhortation and support	Economic privileges	Access to public resources	MORE	Widow and orphan assistance	8	5
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Saints	Citizenship	Right to salvation through repentance	Legal standing	Exclusion from religious standing	LESS	Elect salvation deadline	9	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Children	Age	Protection from paternal correction	Body integrity	Access to judicial protection	LESS	Male head domestic correction	8	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Elders	Occupation	Right to receive and distribute official texts	Political power	Access to political power	MORE	Clerical communication monopoly	10	8
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Clement	Occupation	Right to conduct international correspondence	Political power	Access to political power	MORE	Foreign mission distribution authority	9	10
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Grapte	Gender	Right to exhort vulnerable groups	Political power	Access to political power	MORE	Female communal exhortation	9	9
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Widows	Gender	Access to communal guidance and resources	Economic privileges	Grant of economic privilege	MORE	Widow and orphan assistance	8	5
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Martyrs	Status	Right to seat of honor	Political power	Access to political succession	MORE	Martyr seating precedence	10	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The wealthy	Wealth	Full membership in the community	Citizenship	Denial of property rights	LESS	Wealthy exclusion from Church	9	3
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The wealthy	Wealth	Right to retain surplus goods	Property and inheritance	Obligation of public duty	LESS	Mandatory wealth redistribution	9	3
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The poor	Wealth	Access to community food resources	Economic privileges	Access to public resources	MORE	Poor access to food	8	2
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Apostates	Status	Right to repent and rejoin	Legal standing	Religious access	LESS	Apostate exclusion from salvation	7	5
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Elders	Age	Right to seating precedence	Legal standing	Age-based social precedence	MORE	Elders' seating precedence	9	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Martyrs	Occupation	Right to prestigious seating	Religious access	Access to religious honor	MORE	Martyr honorary seating	10	6
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Non-martyrs	Occupation	Right to prestigious seating	Religious access	Exclusion from religious honor	LESS	Non-martyr seating restriction	10	2
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Apostles, bishops, teachers, and deacons	Occupation	Right to foundational status in the community	Religious access	Access to religious authority	MORE	Ecclesiastical leadership status	10	8
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Martyrs	Occupation	Right to inclusion in the central community	Religious access	Religious inclusion	MORE	Martyr eligibility for inclusion	9	7
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The wealthy	Wealth	Right to community membership	Religious access	Denial of religious membership	LESS	Wealthy exclusion from community	9	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Sinner-penitents	Lineage	Right to honorable standing in the tower	Religious access	Restriction of religious status	LESS	Penitent social demotion	9	5
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	New converts	Age	Unconditional integration into the community	Religious access	Access to full membership	LESS	Proselyte admission delay	8	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The wealthy	Wealth	Right to retain superabundant property	Property and inheritance	Obligation of public duty	LESS	Obligation of wealth sharing	9	3
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The poor	Wealth	Access to communal food resources	Economic privileges	Access to public resources	MORE	Destitute right to subsistence	8	3
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Church leaders	Occupation	Right to receive divine mercy	Legal standing	Access to judicial protection	LESS	Leader heart cleansing requirement	7	8
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The wealthy	Wealth	Right to enter the tower (communal assembly)	Citizenship	Denial of citizenship rights	LESS	Wealthy exclusion from tower	9	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Elders	Age	Right to inherit property	Property and inheritance	Access to political succession	MORE	Senior inheritance rights	9	3
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Citizens	Citizenship	Freedom of movement on public roads	Freedom	Grant of economic privilege	MORE	Public road access	8	2
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Priests	Occupation	Right to speak to the community	Political power	Obligation of public duty	MORE	Religious mission mandate	7	8
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The poor	Wealth	Right to receive charity without penalty	Economic privileges	Access to public resources	MORE	Poor relief for distressed	9	3
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Wealthy	Wealth	Right to receive community resources	Economic privileges	Denial of economic privilege	LESS	Hypocrite charity exclusion	8	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Property owners	Wealth	Retention of full earnings from labor	Property and inheritance	Obligation of public duty	LESS	Universal charity obligation	9	2
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The poor	Wealth	Right to receive communal charity	Economic privileges	Access to public resources	MORE	Charitable resource allocation	9	2
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Adulterous wives	Gender	Right to remain in the marital home	Marriage and family	Marriage restriction	LESS	Adulterous spouse expulsion	10	5
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Repentant wives	Gender	Right to be received back by husband	Marriage and family	Family reconciliation	MORE	Repentant spouse reinstatement	9	6
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Divorced men	Gender	Right to marry another	Marriage and family	Marriage restriction	LESS	Divorced male remarriage prohibition	10	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Widows and Widowers	Gender, Age	Right to remarry without penalty	Marriage and family	Marriage access	MORE	Widow/Widower remarriage right	10	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Husbands	Gender	Right to cohabit with spouse	Marriage and family	Mandatory marital separation	LESS	Adulterous wife separation mandate	10	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Husbands	Gender	Right to remarry after divorce	Marriage and family	Marriage restriction	LESS	Prohibition of remarriage	10	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Wives	Gender	Right to return to husband after repentance	Marriage and family	Access to marital restoration	MORE	Repentant wife reinstatement	9	5
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Baptized Christians	Citizenship	Right to single post-baptismal repentance	Legal standing	Access to judicial/communal mercy	MORE	Limited post-baptismal repentance	9	3
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Widows	Gender	Right to remarry without sin	Marriage and family	Marriage right	MORE	Widow remarriage permission	10	3
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The ill-tempered	Health	Value of religious intercession before God	Religious access	Access to ritual efficacy	LESS	Religious intercession validity	9	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The repentant	Occupation	Protection and preservation by the divine authority	Legal standing	Access to judicial protection	MORE	Repentant preservation	8	3
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The faithful	Citizenship	Immunity from being led astray by evil spirits	Body integrity	Access to security	MORE	Faith-based protection from harm	8	3
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The double-minded	Health	Protection from mental and spiritual interference	Body integrity	Denial of security	LESS	Double-minded vulnerability to harm	7	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Servants of God	Occupation	Right to partake in luxury and feasts	Economic privileges	Restriction of economic privilege	LESS	Servant of God luxury restriction	9	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The righteous	Lineage	Right to be believed in social/legal dealings	Legal standing	Access to judicial protection	MORE	Right to righteous counsel	8	3
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The unrighteous	Lineage	Right to be believed in social/legal dealings	Legal standing	Denial of legal standing	LESS	Unrighteous testimonial exclusion	9	3
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Commandment observers	Occupation	Right to life with God (communal inclusion)	Citizenship	Access to public resources	MORE	Commandment-keeper life entitlement	8	2
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Widows	Gender	Right to receive material support	Economic privileges	Grant of economic privilege	MORE	Widow maintenance	10	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Orphans	Age	Right to receive material support	Economic privileges	Grant of economic privilege	MORE	Orphan and destitute care	10	4
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The poor	Wealth	Protection from predatory debt enforcement	Legal standing	Access to judicial protection	MORE	Debtor protection from oppression	9	3
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	Elders	Age	Right to be treated with reverence	Legal standing	Access to social deference	MORE	Elderly reverence	9	3
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The destitute	Wealth	Right to be ransomed/redeemed from distress	Freedom	Grant of economic privilege	MORE	Prisoner/Distress redemption	8	5
tlg1419.tlg001.perseus-eng1	Hermas	The Shepherd of Hermas	153	150	The double-minded	Health	Right to have petitions fulfilled by God	Religious access	Access to religious rituals	LESS	Petitionary prayer access	10	4
