rule_id	c_sex	c_sex_evidence	c_age	c_age_evidence	c_ownership_status	c_ownership_status_evidence	c_ancestry	c_ancestry_evidence	c_residence	c_residence_evidence	c_wealth	c_wealth_evidence	c_occupation	c_occupation_evidence	emic_label_in_text	criterion_reasoning_text
tlg0086.tlg003.perseus-eng1::61	unspecified	unspecified	unspecified	unspecified	enslaved	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slave	The verbatim uses the word 'slave', which lexically implies ownership=enslaved.
tlg0086.tlg003.perseus-eng1::63	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	mass of citizens	The verbatim refers to the 'mass of citizens'; 'citizen' lexically implies free status and native ancestry in a Greek polity context.
tlg0086.tlg003.perseus-eng1::64	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	members of the Assembly	Membership in a sovereign 'Assembly' for a Greek city-state lexically implies free status ('citizens'), but the verbatim does not state sex or age.
tlg0086.tlg003.perseus-eng1::65	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	jurors	stated	jurors	The verbatim names 'jurors' as an occupation/role; in this legal context 'juror' implies free status.
tlg0086.tlg003.perseus-eng1::66	unspecified	unspecified	adult	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	jurors	stated	persons above thirty years of age	The verbatim states an age requirement ('above thirty years of age') and the role of 'jurors'.
tlg0086.tlg003.perseus-eng1::67	unspecified	unspecified	adult	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	low	implied	juror	stated	debtors to the state	The verbatim states an age ('above thirty') and excludes 'debtors to the state', which implies a specific (negative) wealth/financial status.
tlg0086.tlg003.perseus-eng1::68	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	military offices	stated	military offices	The verbatim identifies individuals holding 'military offices' or 'membership of the Council'.
tlg0086.tlg003.perseus-eng1::69	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	defendant	stated	defendant	The verbatim names the role of the 'defendant' in a trial.
tlg0086.tlg003.perseus-eng1::70	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	jurors	stated	jurors	The verbatim identifies the group as 'jurors'.
tlg0086.tlg003.perseus-eng1::71	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	unspecified	unspecified	high	implied	unspecified	unspecified	Eupatridae, or nobles	'Eupatridae' or 'nobles' lexically implies high wealth, native ancestry, and free status within the context of Archaic Athens.
tlg0086.tlg003.perseus-eng1::72	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	low	implied	unspecified	unspecified	Thetes	The verbatim mentions 'Thetes' in contrast to those who could own a horse, implying low wealth status and free citizenship.
tlg0086.tlg003.perseus-eng1::73	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	middle	implied	unspecified	unspecified	Zeugites	The verbatim names the 'Zeugites' as a specific 'order' or class, which lexically implies a defined wealth/social status and free citizenship.
tlg0086.tlg003.perseus-eng1::74	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	attendance at the Assembly	The verbatim refers to those who receive pay for 'attendance at the Assembly', which implies a political role, but defines no criteria directly.
tlg0086.tlg003.perseus-eng1::76	female	stated	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	daughter	The verbatim names a 'daughter', stating female sex; 'daughter' of a man leaving an estate implies free status.
tlg0086.tlg003.perseus-eng1::77	female	implied	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	low	stated	unspecified	unspecified	heiresses	The verbatim names 'heiresses' (implied female) and explicitly states the condition 'If she was poor' (low wealth).
tlg0086.tlg003.perseus-eng1::78	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	high	stated	trierarchs	stated	richest men	The verbatim explicitly states the group are the 'richest men' (high wealth/male sex) and identifies the role of 'trierarchs'.
tlg0086.tlg003.perseus-eng1::79	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	any citizen	The verbatim allows 'any citizen' to impeach; 'citizen' lexically implies free status, but does not state sex/age in the verbatim itself.
tlg0086.tlg003.perseus-eng1::80	female	implied	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	heiresses	The term 'heiresses' implies female sex and, in this legal context, free status; the verbatim mentions they are 'married' but later have 'children', though age is not explicitly stated.
tlg0086.tlg003.perseus-eng1::81	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	foreign	implied	resident	stated	unspecified	unspecified	unspecified	unspecified	alien resident	The verbatim states 'resident' and uses 'alien', which lexically implies foreign ancestry.
tlg0086.tlg003.perseus-eng1::82	male	implied	elder	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	arbitrator	The masculine pronoun 'he' implies male sex; the phrase 'last year of his cycle' of service following 'soldier' duties implies an elder age relative to the service bracket.
tlg0086.tlg003.perseus-eng1::83	male	implied	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	high	stated	unspecified	unspecified	rich men	The verbatim explicitly states 'rich men', which names both high wealth and male sex; 'men' implies free status.
tlg0086.tlg035.perseus-eng2::5	female	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	female	The verbatim explicitly names the 'female' as the subject of the rule.
tlg0086.tlg035.perseus-eng2::7	unspecified	unspecified	unspecified	unspecified	enslaved	stated	foreign	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	barbarians	The verbatim states that 'barbarians' (foreign ancestry) are 'slaves' (enslaved ownership status).
tlg0086.tlg035.perseus-eng2::8	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	high	stated	unspecified	unspecified	people rich enough	The verbatim states 'people rich enough to be able to avoid personal trouble', indicating a high wealth criterion.
tlg0086.tlg035.perseus-eng2::10	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	foreign	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	barbarian tribes	The verbatim names 'barbarian tribes', which implies foreign ancestry relative to the Greek context of the source.
tlg0086.tlg035.perseus-eng2::11	female	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	female	The verbatim explicitly names the 'female' relative to the male parent/ruler.
tlg0086.tlg035.perseus-eng2::12	unspecified	unspecified	minor	stated	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	children	The verbatim names 'children' and 'immature', stating a minor age status; within a household context, children are implied free.
tlg0086.tlg035.perseus-eng2::14	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	states	The verbatim refers to 'states' as the actor; no specific individual human criteria are mentioned.
tlg0086.tlg035.perseus-eng2::15	unspecified	unspecified	unspecified	unspecified	enslaved	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slave	The verbatim explicitly names the 'slave', which states an enslaved ownership status.
tlg0086.tlg035.perseus-eng2::16	female	stated	adult	implied	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	female	The verbatim explicitly names the 'female'; in this contrast with 'slave' and 'child', it implies a free adult status.
tlg0086.tlg035.perseus-eng2::18	unspecified	unspecified	unspecified	unspecified	free	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	the free and equal	The verbatim names 'the free' directly, indicating ownership status.
tlg0086.tlg035.perseus-eng2::19	unspecified	unspecified	unspecified	unspecified	free	implied	native	implied	resident	implied	unspecified	unspecified	unspecified	unspecified	citizens	'Citizens' implies free status and native ancestry; the 'common locality' of the 'single city' implies residence.
tlg0086.tlg035.perseus-eng2::20	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Guardians	stated	Guardians	The verbatim names the 'Guardians' as the specific group/occupation in scope.
tlg0086.tlg035.perseus-eng2::22	unspecified	unspecified	unspecified	unspecified	free	implied	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	friends	The verbatim describes 'individuals' owning property and 'friends' using it; ownership implies free status.
tlg0086.tlg035.perseus-eng2::24	unspecified	unspecified	unspecified	unspecified	enslaved	stated	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	slaves	The verbatim explicitly names 'slaves', which states an enslaved ownership status.
tlg0086.tlg035.perseus-eng2::25	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	Guardians	stated	Guardians	The verbatim names the 'Guardians' and their exemption from the work of agriculture.
tlg0086.tlg035.perseus-eng2::27	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	class that bears arms	stated	class that bears arms	The verbatim explicitly names the 'class that bears arms' as the group from which government is constituted.
tlg0086.tlg035.perseus-eng2::28	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	unspecified	low	implied	unspecified	unspecified	common people	The term 'common people' (associated with the 'element of democracy') implies a lower wealth or status group compared to kings and oligarchy.
