rule_uid	file_id	perseus_author	perseus_title	year	period	rule	group	group_meta	criteria	resource	resource_meta	directionality	verbatim	criterion	group_matched	group_side
tlg0086.tlg003.perseus-eng1::10	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	Prohibition of debt-slavery	Citizens	Citizens	['Freedom']	Protection from enslavement for debt	Protection from enslavement	MORE	['There are three points in the constitution of Solon which appear to be its most democratic features: first and most important, the prohibition of loans on the security of the debtor’s person.', 'And those that here in vilest slavery crouched ‘neath a master’s frown, I set them free.']	Freedom	Citizens	in-group (privileged)
tlg0086.tlg003.perseus-eng1::11	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	General right to claim redress	Citizens	Citizens	['Citizenship']	Right to legal standing for others	Right to a legal trial	MORE	['secondly, the right of every person who so willed to claim redress on behalf of any one to whom wrong was being done.']	Citizenship	Citizens	in-group (privileged)
tlg0086.tlg003.perseus-eng1::12	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	Right of appeal to jury-courts	Citizens	Citizens	['Citizenship']	Right of appeal to jury-courts	Right to a legal trial	MORE	['thirdly, the institution of the appeal to the jury-courts; and it is to this last, they say, that the masses have owed their strength most of all, since, when the democracy is master of the voting-power, it is master of the constitution.']	Citizenship	Citizens	in-group (privileged)
tlg0086.tlg003.perseus-eng1::13	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	Archonship reserved for specific classes	Eupatridae	Nobles	['Nobility', 'Occupation']	Eligibility for the archonship	Eligibility for public office	MORE	['After this it was agreed, as a compromise, to elect ten Archons, five from the Eupatridae, three from the Agroeci, and two from the Demiurgi, and they ruled for the year following Damasias.']	Nobility	Nobles	in-group (privileged)
tlg0086.tlg003.perseus-eng1::14	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	Citizen-roll revision for pure descent	Those not of pure descent	Foreigners	['Citizenship', 'Lineage']	Right to the franchise	Right to vote in the Ekklesia	LESS	['A proof of this is seen in the fact that after the tyranny was overthrown a revision was made of the citizen-roll, on the ground that many persons were partaking in the franchise without having a right to it.']	Citizenship	Foreigners	out-group (deprived)
tlg0086.tlg003.perseus-eng1::15	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	Agricultural loans for the poor	The poor	The poor	['Wealth / Properties']	Access to agricultural capital	Right to own property	MORE	['Not only was he in every respect humane and mild and ready to forgive those who offended, but, in addition, he advanced money to the poorer people to help them in their labours, so that they might make their living by agriculture.']	Wealth / Properties	The poor	out-group (deprived)
tlg0086.tlg003.perseus-eng1::17	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	Local justice for rural citizens	Rural citizens	Citizens	['Citizenship']	Access to local judicial proceedings	Right to a legal trial	MORE	['For the same reasons he instituted the local justices, and often made expeditions in person into the country to inspect it and to settle disputes between individuals, that they might not come into the city and neglect their farms.']	Citizenship	Citizens	in-group (privileged)
tlg0086.tlg003.perseus-eng1::19	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	Family-based exclusion from the city	Athenians of 'polluted' lineage	Citizens	['Citizenship', 'Lineage']	Right to reside in Attica	Right to reside in the city	LESS	['On this Cleisthenes retired from the country, and Cleomenes, entering Attica with a small force, expelled, as polluted, seven hundred Athenian families.']	Citizenship	Citizens	in-group (privileged)
tlg0086.tlg003.perseus-eng1::19	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	Family-based exclusion from the city	Athenians of 'polluted' lineage	Citizens	['Citizenship', 'Lineage']	Right to reside in Attica	Right to reside in the city	LESS	['On this Cleisthenes retired from the country, and Cleomenes, entering Attica with a small force, expelled, as polluted, seven hundred Athenian families.']	Lineage	Citizens	out-group (deprived)
tlg0086.tlg003.perseus-eng1::20	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	Democratic identification by deme	Citizens	Citizens	['Citizenship']	Official status identification by locality	Right to citizenship	MORE	['All who lived in any given deme he declared fellow-demesmen, to the end that the new citizens might not be exposed by the habitual use of family names, but that men might be officially described by the names of their demes; and accordingly it is by the names of their demes that the Athenians speak of one another.']	Citizenship	Citizens	in-group (privileged)
tlg0086.tlg003.perseus-eng1::22	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	Protection of the state through ostracism	Influential citizens	Citizens;Nobles	['Citizenship']	Right to remain in the city	Right to reside in the city	LESS	['Thus for three years they continued to ostracize the friends of the tyrants, on whose account the law had been passed; but in the following year they began to remove others as well, including any one who seemed to be more powerful than was expedient.']	Citizenship	Citizens	in-group (privileged)
tlg0086.tlg003.perseus-eng1::23	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	Zonal restriction for ostracized persons	Ostracized citizens	Exiles;Citizens	['Citizenship']	Freedom of residence within Greece	Right to reside in the city	LESS	['it was laid down for the future that persons under sentence of ostracism must live between Geraestus and Scyllaeum, on pain of losing their civic rights irrevocably.']	Citizenship	Citizens	in-group (privileged)
tlg0086.tlg003.perseus-eng1::24	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	State maintenance for public service	Citizens in public service	Citizens;Magistrates	['Citizenship', 'Occupation']	Access to state-funded maintenance	Access to public honors	MORE	['Out of the proceeds of the tributes and the taxes and the contributions of the allies more than twenty thousand persons were maintained. There were 6,000 jurymen, 1,600 bowmen, 1,200 Knights, 500 members of the Council, 500 guards of the dockyards, besides fifty guards in the Acropolis.']	Citizenship	Citizens	in-group (privileged)
tlg0086.tlg003.perseus-eng1::24	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	State maintenance for public service	Citizens in public service	Citizens;Magistrates	['Citizenship', 'Occupation']	Access to state-funded maintenance	Access to public honors	MORE	['Out of the proceeds of the tributes and the taxes and the contributions of the allies more than twenty thousand persons were maintained. There were 6,000 jurymen, 1,600 bowmen, 1,200 Knights, 500 members of the Council, 500 guards of the dockyards, besides fifty guards in the Acropolis.']	Occupation	Citizens	out-group (deprived)
tlg0086.tlg003.perseus-eng1::26	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	Double parentage citizenship requirement	Persons of mixed parentage	Foreigners	['Citizenship', 'Lineage']	Right to the franchise	Right to vote in the Ekklesia	LESS	['two years afterwards, in the archonship of Antidotus, in consequence of the great increase in the number of citizens, it was resolved, on the motion of Pericles, that no one should be admitted to the franchise who was not of citizen birth by both parents.']	Citizenship	Foreigners	out-group (deprived)
tlg0086.tlg003.perseus-eng1::31	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	Council age qualification	Minors	Minors	['Age']	Eligibility for the Council	Eligibility for public office	LESS	['There should be a Council, holding office for a year, consisting of men over thirty years of age, serving without pay.']	Age	Minors	out-group (deprived)
tlg0086.tlg003.perseus-eng1::32	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	Hoplite franchise restriction	The poor	The poor	['Wealth / Properties']	Right to vote in the Assembly	Right to vote in the Ekklesia	LESS	['Accordingly they deposed the Four Hundred and committed the management of affairs to the Five Thousand, consisting of persons possessing a military equipment.', 'During this period the constitution of the state seems to have been admirable, since it was a time of war and the franchise was in the hands of those who possessed a military equipment.']	Wealth / Properties	The poor	out-group (deprived)
tlg0086.tlg003.perseus-eng1::33	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	Magistracy pay abolition	The poor	The poor	['Wealth / Properties']	Remuneration for public office	Right to remuneration for office	LESS	['At the same time they voted that pay should not be given for any public office.']	Wealth / Properties	The poor	out-group (deprived)
tlg0086.tlg003.perseus-eng1::34	tlg0086.tlg003.perseus-eng1	Aristotle	Athenian Constitution	-348	Late Classical (354–165 BCE)	Testamentary freedom from female influence	Women	Women	['Gender']	Influence over inheritance	Right to dispose of property	LESS	['as, for instance, by making the testator free once for all to leave his property as he pleased, and abolishing the existing limitations in cases of insanity, old age, and undue female influence, in order that no opening might be left for professional accusers.']	Gender	Women	out-group (deprived)
