author_code	work_code	filename	file_path	title	author	editors	publisher	pub_place	pub_date	source_bibl	languages	extent	funder	principal	text_length	word_count	source_date
tlg0032	tlg001	tlg0032.tlg001.perseus-eng2.xml	tlg0032/tlg001/tlg0032.tlg001.perseus-eng2.xml	Hellenica	Xenophon	Carleton L. Brownson; Carleton L. Brownson	Trustees of Tufts University	Medford, MA	vol. 1:1918; vol. 2: 1921	"Xen. Hell.
                                        2.4.39-43"	eng; grc	about 615Kb	The Annenberg CPB/Project	Gregory Crane	692141	104672	vol. 1:1918; vol. 2: 1921
tlg0032	tlg006	tlg0032.tlg006.perseus-eng2.xml	tlg0032/tlg006/tlg0032.tlg006.perseus-eng2.xml	Anabasis	Xenophon	Carleton L. Brownson; Carleton L. Brownson	Trustees of Tufts University	Medford, MA	1922	Xen. Anab. 2.6.2-4	eng; grc	about 531Kb	The Annenberg CPB/Project	Gregory Crane	904524	93420	1922
tlg0032	tlg006	tlg0032.tlg006.perseus-grc2.xml	tlg0032/tlg006/tlg0032.tlg006.perseus-grc2.xml	Anabasis	Xenophon	E. C. Marchant; E. C. Marchant	Trustees of Tufts University	Medford, MA	1904		grc; eng	about 464Kb	The Annenberg CPB/Project	Gregory Crane	440003	57191	1904
tlg0032	tlg008	tlg0032.tlg008.perseus-eng2.xml	tlg0032/tlg008/tlg0032.tlg008.perseus-eng2.xml	Hiero	Xenophon	"E. C. Marchant, G. W. Bowersock, tr. Constitution of the
                        Athenians.; E. C. Marchant, G. W. Bowersock, tr. Constitution of
                                the Athenians."	Trustees of Tufts University	Medford, MA	1925	Xen. Cyrop. 1.6.24	eng; grc		The Annenberg CPB Project	Gregory Crane	49890	7893	1925
tlg0032	tlg008	tlg0032.tlg008.perseus-grc2.xml	tlg0032/tlg008/tlg0032.tlg008.perseus-grc2.xml	Hiero	Xenophon		Trustees of Tufts University	Medford, MA	1920 (repr.1969)		grc; eng		The Annenberg CPB Project	Gregory Crane	42133	5969	1920 (repr.1969)
tlg0032	tlg012	tlg0032.tlg012.perseus-eng2.xml	tlg0032/tlg012/tlg0032.tlg012.perseus-eng2.xml	On the Cavalry Commander	Xenophon	"E. C. Marchant, G. W. Bowersock, tr. Constitution of the
                        Athenians.; E. C. Marchant, G. W. Bowersock, tr. Constitution of
                                the Athenians."	Trustees of Tufts University	Medford, MA	1925	Xen. Mem. 1.1.3	eng; grc		The Annenberg CPB Project	Gregory Crane	53732	8637	1925
tlg0032	tlg012	tlg0032.tlg012.perseus-grc2.xml	tlg0032/tlg012/tlg0032.tlg012.perseus-grc2.xml	On the Cavalry Commander	Xenophon		Trustees of Tufts University	Medford, MA	1920 (repr.1969)		grc; eng		The Annenberg CPB Project	Gregory Crane	41080	5779	1920 (repr.1969)
tlg0032	tlg013	tlg0032.tlg013.perseus-eng2.xml	tlg0032/tlg013/tlg0032.tlg013.perseus-eng2.xml	On the Art of Horsemanship	Xenophon	"E. C. Marchant, G. W. Bowersock, tr. Constitution of the
                        Athenians.; E. C. Marchant, G. W. Bowersock, tr. Constitution of
                                the Athenians."	Trustees of Tufts University	Medford, MA	1925	Xen. Cavalry 1.22	eng; grc		The Annenberg CPB Project	Gregory Crane	62347	10508	1925
tlg0032	tlg013	tlg0032.tlg013.perseus-grc2.xml	tlg0032/tlg013/tlg0032.tlg013.perseus-grc2.xml	On the Art of Horsemanship	Xenophon		Trustees of Tufts University	Medford, MA	1920 (repr.1969)		grc; eng		The Annenberg CPB Project	Gregory Crane	47476	6983	1920 (repr.1969)
tlg0032	tlg014	tlg0032.tlg014.perseus-grc2.xml	tlg0032/tlg014/tlg0032.tlg014.perseus-grc2.xml	On Hunting	Xenophon		Trustees of Tufts University	Medford, MA	1920 (repr.1969)		grc; eng		The Annenberg CPB Project	Gregory Crane	63214	9142	1920 (repr.1969)
tlg0032	tlg014	tlg0032.tlg014.perseus-eng2.xml	tlg0032/tlg014/tlg0032.tlg014.perseus-eng2.xml	On Hunting	Xenophon	"E. C. Marchant, G. W. Bowersock, tr. Constitution of the
                        Athenians.; E. C. Marchant, G. W. Bowersock, tr. Constitution of
                                the Athenians."	Trustees of Tufts University	Medford, MA	1925		eng; grc		The Annenberg CPB Project	Gregory Crane	84914	13779	1925
tlg0032	tlg003	tlg0032.tlg003.perseus-eng2.xml	tlg0032/tlg003/tlg0032.tlg003.perseus-eng2.xml	Economics	Xenophon		Trustees of Tufts University	Medford, MA	1979	"Aristophanes,
                                                    Clouds, 225"	eng; grc		The Annenberg CPB Project	Gregory Crane	316796	22715	1979
tlg0032	tlg003	tlg0032.tlg003.perseus-grc2.xml	tlg0032/tlg003/tlg0032.tlg003.perseus-grc2.xml	Economics	Xenophon		Trustees of Tufts University	Medford, MA	1921 (repr. 1971)		grc; eng		The Annenberg CPB Project	Gregory Crane	122026	17820	1921 (repr. 1971)
tlg0032	tlg004	tlg0032.tlg004.perseus-grc2.xml	tlg0032/tlg004/tlg0032.tlg004.perseus-grc2.xml	Symposium	Xenophon		Trustees of Tufts University	Medford, MA	1921 (repr. 1971)	τηεογνις 35	grc; eng		The Annenberg CPB Project	Gregory Crane	84219	9532	1921 (repr. 1971)
tlg0032	tlg004	tlg0032.tlg004.perseus-eng2.xml	tlg0032/tlg004/tlg0032.tlg004.perseus-eng2.xml	Symposium	Xenophon		Trustees of Tufts University	Medford, MA	1979	"Aristoph. Birds
                                                    1553 ff."	eng; grc		The Annenberg CPB Project	Gregory Crane	196529	15072	1979
tlg0032	tlg005	tlg0032.tlg005.perseus-grc2.xml	tlg0032/tlg005/tlg0032.tlg005.perseus-grc2.xml	Apology	Xenophon		Trustees of Tufts University	Medford, MA	1921 (repr. 1971)		grc; eng	about 21Kb	The Annenberg CPB/Project	Gregory Crane	14365	2000	1921 (repr. 1971)
tlg0032	tlg005	tlg0032.tlg005.perseus-eng2.xml	tlg0032/tlg005/tlg0032.tlg005.perseus-eng2.xml	Apology	Xenophon		Trustees of Tufts University	Medford, MA	1979	"Plat. Theag.
                                        128 D"	eng; grc		The Annenberg CPB Project	Gregory Crane	24776	3178	1979
tlg0032	tlg002	tlg0032.tlg002.perseus-eng2.xml	tlg0032/tlg002/tlg0032.tlg002.perseus-eng2.xml	Memorabilia	Xenophon	E. C. Marchant; E. C. Marchant	Trustees of Tufts University	Medford, MA	1923	Theognis	eng; grc	about 324Kb	The Annenberg CPB/Project	Gregory Crane	464848	44965	1923
tlg0032	tlg002	tlg0032.tlg002.perseus-grc2.xml	tlg0032/tlg002/tlg0032.tlg002.perseus-grc2.xml	Memorabilia	Xenophon		Trustees of Tufts University	Medford, MA	1921 (repr. 1971)	Theognis	grc; eng	about 285Kb	The Annenberg CPB/Project	Gregory Crane	256047	35849	1921 (repr. 1971)
tlg0032	tlg011	tlg0032.tlg011.perseus-grc2.xml	tlg0032/tlg011/tlg0032.tlg011.perseus-grc2.xml	Ways and Means	Xenophon		Trustees of Tufts University	Medford, MA	1920 (repr.1969)		grc; eng		The Annenberg CPB Project	Gregory Crane	27438	3853	1920 (repr.1969)
tlg0032	tlg011	tlg0032.tlg011.perseus-eng2.xml	tlg0032/tlg011/tlg0032.tlg011.perseus-eng2.xml	Ways and Means	Xenophon	"E. C. Marchant, G. W. Bowersock, tr. Constitution of the
                        Athenians.; E. C. Marchant, G. W. Bowersock, tr. Constitution of
                                the Athenians."	Trustees of Tufts University	Medford, MA	1925		eng; grc		The Annenberg CPB Project	Gregory Crane	35455	5706	1925
tlg0032	tlg010	tlg0032.tlg010.perseus-grc2.xml	tlg0032/tlg010/tlg0032.tlg010.perseus-grc2.xml	Constitution of the Lacedaemonians	Xenophon		Trustees of Tufts University	Medford, MA	1920 (repr.1969)		grc; eng		The Annenberg CPB Project	Gregory Crane	35896	4925	1920 (repr.1969)
tlg0032	tlg010	tlg0032.tlg010.perseus-eng2.xml	tlg0032/tlg010/tlg0032.tlg010.perseus-eng2.xml	Constitution of the Lacedaemonians	Xenophon	"E. C. Marchant, G. W. Bowersock, tr. Constitution of the
                        Athenians.; E. C. Marchant, G. W. Bowersock, tr. Constitution of
                                the Athenians."	Trustees of Tufts University	Medford, MA	1925		eng; grc		The Annenberg CPB Project	Gregory Crane	49005	7800	1925
tlg0035	tlg001	tlg0035.tlg001.perseus-grc2.xml	tlg0035/tlg001/tlg0035.tlg001.perseus-grc2.xml	Ἔρως δραπέτης	Moschus	J. M. Edmonds; John Maxwell Edmonds	Trustees of Tufts University	Medford, MA	2011-09-12		grc		Google Digital Humanities Awards Program	Gregory Crane	1410	242	1916
tlg0035	tlg003	tlg0035.tlg003.perseus-grc2.xml	tlg0035/tlg003/tlg0035.tlg003.perseus-grc2.xml	Ἐπιτάφιος Βίωνος	Moschus	J. M. Edmonds; John Maxwell Edmonds	Trustees of Tufts University	Medford, MA	2011-09-12		grc		Google Digital Humanities Awards Program	Gregory Crane	5786	900	1916
tlg0035	tlg004	tlg0035.tlg004.perseus-grc2.xml	tlg0035/tlg004/tlg0035.tlg004.perseus-grc2.xml	Μεγάρα	Moschus	J. M. Edmonds; John Maxwell Edmonds	Trustees of Tufts University	Medford, MA	2011-09-12		grc		Google Digital Humanities Awards Program	Gregory Crane	5620	889	1916
tlg0035	tlg005	tlg0035.tlg005.perseus-grc2.xml	tlg0035/tlg005/tlg0035.tlg005.perseus-grc2.xml	Fragmenta	Moschus	J. M. Edmonds; John Maxwell Edmonds	Trustees of Tufts University	Medford, MA	2011-09-12		grc		Google Digital Humanities Awards Program	Gregory Crane	1818	264	1916
tlg0035	tlg002	tlg0035.tlg002.perseus-grc2.xml	tlg0035/tlg002/tlg0035.tlg002.perseus-grc2.xml	Εὐρώπη	Moschus	J. M. Edmonds; John Maxwell Edmonds	Trustees of Tufts University	Medford, MA	2011-09-12		grc		Google Digital Humanities Awards Program	Gregory Crane	7487	1133	1916
tlg0655	tlg001	tlg0655.tlg001.perseus-grc2.xml	tlg0655/tlg001/tlg0655.tlg001.perseus-grc2.xml	Ἐρωτικὰ Παθήματα	Parthenius	Rudolf Hercher; Rudolf Hercher	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc; lat		Google Digital Humanities Awards Program	Gregory Crane	43580	6629	1858
tlg0003	tlg001	tlg0003.tlg001.perseus-grc2.xml	tlg0003/tlg001/tlg0003.tlg001.perseus-grc2.xml	Ἱστορίαι	Thucydides	Henry Stuart Jones; Henry Stuart Jones	Trustees of Tufts University	Medford, MA	1992	Hom. Il. 2.108	grc; eng			Gregory Crane	1358318	150397	1910
tlg0003	tlg001	tlg0003.tlg001.1st1K-ger3.xml	tlg0003/tlg001/tlg0003.tlg001.1st1K-ger3.xml	Geschichte des Peloponnesischen Krieges	Thucydides	Theodor Braun; Theodor Braun	University of Leipzig	Germany	2014		deu		European Social Fund Saxony	Gregory Crane	1710863	220317	1917
tlg0003	tlg001	tlg0003.tlg001.1st1K-ger2.xml	tlg0003/tlg001/tlg0003.tlg001.1st1K-ger2.xml	Geschichte des Peloponnesischen Kriegs	Thucydides	Adolf Wahrmund; Adolf Wahrmund	University of Leipzig	Germany	2014		deu		European Social Fund Saxony	Gregory Crane	1790458	272765	1864
tlg0003	tlg001	tlg0003.tlg001.1st1K-ger1.xml	tlg0003/tlg001/tlg0003.tlg001.1st1K-ger1.xml	Vier Staatsreden aus Thucydides	Thucydides	Heinrich Gürsching; Heinrich Gürsching	Trustees of Tufts University	Medford, MA	2023-08-01		deu; eng; grc; lat			Gregory Crane	59080	7076	1856
tlg0003	tlg001	tlg0003.tlg001.1st1K-ger4.xml	tlg0003/tlg001/tlg0003.tlg001.1st1K-ger4.xml	Die Rede des Perikles für die Gefallenen	Thucydides	Rudolf G. Binding; Rudolf G. Binding	Trustees of Tufts University	Medford, MA	1937		deu			Gregory Crane	19867	2892	1937
tlg0003	tlg001	tlg0003.tlg001.perseus-eng6.xml	tlg0003/tlg001/tlg0003.tlg001.perseus-eng6.xml	History of the Peloponnesian War	Thucydides	Richard Crawley; Richard Crawley	Trustees of Tufts University	Medford, MA	Perseus 1.0	Hom. Il. 2.108	eng			Gregory Crane	1190257	204112	1914
tlg0003	tlg001	tlg0003.tlg001.perseus-eng4.xml	tlg0003/tlg001/tlg0003.tlg001.perseus-eng4.xml	The History of the Grecian War	Thucydides	Thomas Hobbes; Thomas Hobbes	Trustees of Tufts University	Medford, MA	Perseus 4.0		eng; grc; lat			Gregory Crane	1289316	225806	1843
tlg0003	tlg001	tlg0003.tlg001.1st1K-lat2.xml	tlg0003/tlg001/tlg0003.tlg001.1st1K-lat2.xml	Historia Belli Peloponnesiaci	Thucydides	Friedrich Haase; Friedrich Haase	Trustees of Tufts University	Medford, MA	2023-08-01		lat; grc; fre			Gregory Crane	1152865	159679	1869
tlg0003	tlg001	tlg0003.tlg001.1st1K-ita1.xml	tlg0003/tlg001/tlg0003.tlg001.1st1K-ita1.xml	Della storia di Tucidide volgarizzata libri otto.	Thucydides	Anonymous; Anonymous	Trustees of Tufts University	Medford, MA	1835		ita; grc; lat			Gregory Crane	1213146	194366	1835
tlg0003	tlg001	tlg0003.tlg001.1st1K-eng1.xml	tlg0003/tlg001/tlg0003.tlg001.1st1K-eng1.xml	The Peloponnesian War	Thucydides	Charles Foster Smith; Charles Foster Smith	Perseus Digital Library	London	2023-08-01	Homer, Od. 3.73	eng; grc		National Endownment for the Humanities		1414543	243879	1919-1923
tlg0003	tlg001	tlg0003.tlg001.1st1K-fre2.xml	tlg0003/tlg001/tlg0003.tlg001.1st1K-fre2.xml	Histoire de la Guerre du Péloponnèse	Thucydides	Marie Charles Zévort; Marie Charles Zévort	University of Leipzig	Germany	2014		fre		European Social Fund Saxony	Gregory Crane	1492750	241851	1852
tlg0003	tlg001	tlg0003.tlg001.1st1K-eng2.xml	tlg0003/tlg001/tlg0003.tlg001.1st1K-eng2.xml	History of the Peloponnesian War	Thucydides	Henry Dale; Henry Dale	Trustees of Tufts University	Medford, MA	2023-08-01	Göller.	eng; fre; grc; lat			Gregory Crane	1436548	246742	1851
tlg0003	tlg001	tlg0003.tlg001.1st1K-fre1.xml	tlg0003/tlg001/tlg0003.tlg001.1st1K-fre1.xml	Histoire de la Guerre du Péloponèse	Thucydides	Élie-Ami Bétant; Élie-Ami Bétant	Trustees of Tufts University	Medford, MA	1863	Homère, Iliad II, 408	fre; grc; lat			Gregory Crane	1389515	223813	1863
tlg0004	tlg001	tlg0004.tlg001.perseus-grc2.xml	tlg0004/tlg001/tlg0004.tlg001.perseus-grc2.xml	Βίοι καὶ γνῶμαι τῶν ἐν φιλοσοφίᾳ εὐδοκιμησάντων	Diogenes Laertius	R. D. Hicks; R. D. Hicks	Cultural Heritage Langauge Technologies	Kansas City Missouri	November 1, 2005	Anth. Pal. vii. 616.	grc; eng; lat; fre	Two volumes	National Endowment for the Humanities Division of Preservation and Access	Gregory Crane	713456	110952	1925
tlg0004	tlg001	tlg0004.tlg001.perseus-eng2.xml	tlg0004/tlg001/tlg0004.tlg001.perseus-eng2.xml	Lives of Eminent Philosophers	Diogenes Laertius	R. D. Hicks; R. D. Hicks	Cultural Heritage Langauge Technologies	Kansas City Missouri	November 1, 2005		eng; grc; lat; fre	Two volumes	National Endowment for the Humanities Division of Preservation and Access	Gregory Crane	998815	174147	1925
tlg0652	tlg001	tlg0652.tlg001.perseus-grc2.xml	tlg0652/tlg001/tlg0652.tlg001.perseus-grc2.xml	Εἰκόνες	Philostratus Minor	Carl Ludwig Kayser; Carl Ludwig Kayser	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	43322	7218	1871
tlg0058	tlg001	tlg0058.tlg001.perseus-grc2.xml	tlg0058/tlg001/tlg0058.tlg001.perseus-grc2.xml	Περὶ τοῦ πῶς χρὴ πολιορκουμένους ἀντέχειν	Aeneas Tacticus	William Abbott Oldfather; William Abbott Oldfather	Trustees of Tufts University	Medford, MA	2011-09-12		grc		Google Digital Humanities Awards Program	Gregory Crane	91716	14072	1923
tlg0093	tlg009	tlg0093.tlg009.perseus-grc2.xml	tlg0093/tlg009/tlg0093.tlg009.perseus-grc2.xml	Χαρακτῆρες	Theophrastus	Hermann Diels; Hermann Diels	Trustees of Tufts University	Medford, MA	Perseus 3.0		grc		Tufts University	Gregory Crane	46436	6716	1909
tlg0094	tlg001	tlg0094.tlg001.perseus-eng2.xml	tlg0094/tlg001/tlg0094.tlg001.perseus-eng2.xml	Of the Names of Rivers and Mountains, and of Such Things as are to be Found Therein	Pseudo-Plutarch	William W. Goodwin; R. White; William W. Goodwin	Trustees of Tufts University	Medford, MA	Perseus 4.0		eng; grc		The National Endowment for the Humanities	Gregory Crane	59332	9941	1874
tlg0094	tlg003	tlg0094.tlg003.perseus-eng2.xml	tlg0094/tlg003/tlg0094.tlg003.perseus-eng2.xml	Of Those Sentiments Concerning Nature with which Philosophers were Delighted	Pseudo-Plutarch	William W. Goodwin; John Dowell; William W. Goodwin	Trustees of Tufts University	Medford, MA	Perseus 4.0		eng; grc		The National Endowment for the Humanities	Gregory Crane	144796	25075	1874
tlg0094	tlg003	tlg0094.tlg003.perseus-grc2.xml	tlg0094/tlg003/tlg0094.tlg003.perseus-grc2.xml	Περὶ τῶν ἀρεσκόντων τοῖς φιλοσόφοις φυσικῶν δογμάτων	Pseudo-Plutarch	Grēgorios N. Vernardakēs; Grēgorios N. Vernardakēs	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	104164	16105	1888
tlg0094	tlg002	tlg0094.tlg002.perseus-eng2.xml	tlg0094/tlg002/tlg0094.tlg002.perseus-eng2.xml	Concerning Music	Pseudo-Plutarch	William W. Goodwin; John Philips; William W. Goodwin	Trustees of Tufts University	Medford, MA	Perseus 4.0	Il. I. 472.	eng; grc		The National Endowment for the Humanities	Gregory Crane	65893	11159	1874
tlg0094	tlg002	tlg0094.tlg002.perseus-grc2.xml	tlg0094/tlg002/tlg0094.tlg002.perseus-grc2.xml	περὶ Μουσικῆς	Pseudo-Plutarch	Grēgorios N. Vernardakēs; Grēgorios N. Vernardakēs	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		The National Endowment for the Humanities	Gregory Crane	50804	7920	1895
tlg0060	tlg001	tlg0060.tlg001.perseus-grc5.xml	tlg0060/tlg001/tlg0060.tlg001.perseus-grc5.xml	Βιβλιοθήκη Ἱστορική (Books 1-5)	Diodorus Siculus	Immanuel Bekker; Ludwig Dindorf; Friedrich Vogel; Immanuel Bekker; Ludwig Dindorf; Friedrich Vogel	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program		822952	121557	1888-1890
tlg0060	tlg001	tlg0060.tlg001.perseus-grc4.xml	tlg0060/tlg001/tlg0060.tlg001.perseus-grc4.xml	Βιβλιοθήκη Ἱστορική (Books 11-17)	Diodorus Siculus	C. H. Oldfather; Charles L. Sherman; C. Bradford Welles; C. H. Oldfather; Charles L. Sherman; C. Bradford Welles	Trustees of Tufts University	Medford, MA	Perseus 2.0	Simonides fr. 1 (Bergk)	grc; eng; lat		The Annenberg CPB/Project	Gregory Crane	1282902	183066	1946-1963
tlg0060	tlg001	tlg0060.tlg001.perseus-grc6.xml	tlg0060/tlg001/tlg0060.tlg001.perseus-grc6.xml	Βιβλιοθήκη Ἱστορική (Books 18-20)	Diodorus Siculus	Immanuel Bekker; Ludwig Dindorf; Curt Theodor Fischer; Immanuel Bekker; Ludwig Dindorf; Curt Theodor Fischer	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	555713	79283	1903-1906
tlg1389	tlg001	tlg1389.tlg001.perseus-grc2.xml	tlg1389/tlg001/tlg1389.tlg001.perseus-grc2.xml	Lexicon in decem oratores Atticos	Harpocration, Valerius	Wilhelm Dindorf; Wilhelm Dindorf	Trustees of Tufts University	Medford, MA	1853		lat; grc		The National Endowment for the Humanities	Gregory Crane	378208	39062	1853
tlg0638	tlg007	tlg0638.tlg007.perseus-grc2.xml	tlg0638/tlg007/tlg0638.tlg007.perseus-grc2.xml	Γυμναστικός	Philostratus the Athenian	Carl Ludwig Kayser; Carl Ludwig Kayser	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	48165	7672	1871
tlg0638	tlg001	tlg0638.tlg001.perseus-grc2.xml	tlg0638/tlg001/tlg0638.tlg001.perseus-grc2.xml	Τὰ ἐς τὸν Τυανέα Ἀπολλώνιον	Philostratus the Athenian	Carl Ludwig Kayser; Carl Ludwig Kayser	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	512828	83950	1870
tlg0638	tlg006	tlg0638.tlg006.perseus-grc2.xml	tlg0638/tlg006/tlg0638.tlg006.perseus-grc2.xml	Ἐπιστολαί. Διαλέξεις.	Philostratus the Athenian	Carl Ludwig Kayser; Carl Ludwig Kayser	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	45864	7606	1871
tlg0638	tlg003	tlg0638.tlg003.perseus-grc2.xml	tlg0638/tlg003/tlg0638.tlg003.perseus-grc2.xml	Βίοι Σοφιστῶν	Philostratus the Athenian	Carl Ludwig Kayser; Carl Ludwig Kayser	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	183410	29099	1871
tlg0638	tlg004	tlg0638.tlg004.perseus-grc2.xml	tlg0638/tlg004/tlg0638.tlg004.perseus-grc2.xml	Ἡρωικός	Philostratus the Athenian	Carl Ludwig Kayser; Carl Ludwig Kayser	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	139065	22066	1871
tlg0638	tlg005	tlg0638.tlg005.perseus-grc2.xml	tlg0638/tlg005/tlg0638.tlg005.perseus-grc2.xml	Νέρων	Philostratus the Athenian	Carl Ludwig Kayser; Carl Ludwig Kayser	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc		Google Digital Humanities Awards Program	Gregory Crane	6374	1010	1871
tlg0005	tlg001	tlg0005.tlg001.perseus-grc2.xml	tlg0005/tlg001/tlg0005.tlg001.perseus-grc2.xml	Εἰδύλλια	Theocritus	Roger James Cholmeley; Roger James Cholmeley	Trustees of Tufts University	Medford, MA	Perseus 3.0		grc		Tufts University	Gregory Crane	130662	19763	1901-1919
tlg0005	tlg002	tlg0005.tlg002.perseus-grc2.xml	tlg0005/tlg002/tlg0005.tlg002.perseus-grc2.xml	Ἐπιγράμματα	Theocritus	Roger James Cholmeley; Roger James Cholmeley	Trustees of Tufts University	Medford, MA	Perseus 3.0	A. Pal. vi. 336	grc; lat		Tufts University	Gregory Crane	12042	1845	1901-1919
tlg0653	tlg001	tlg0653.tlg001.perseus-grc2.xml	tlg0653/tlg001/tlg0653.tlg001.perseus-grc2.xml	Φαινόμενα	Aratus Solensis	Gilbert Robinson Mair; Gilbert Robinson Mair	Trustees of Tufts University	Medford, MA	Perseus 4.0		grc; lat; eng		Google Digital Humanities Awards Program	Gregory Crane	51207	7831	1921
tlg1311	tlg001	tlg1311.tlg001.perseus-eng1.xml	tlg1311/tlg001/tlg1311.tlg001.perseus-eng1.xml	The Didache, or Teaching of the Twelve Apostles.		Kirsopp Lake	Trustees of Tufts University	Medford, MA	2019		eng; grc; lat		Tufts University	Gregory Crane	18042	3233	1912
tlg0034	tlg001	tlg0034.tlg001.perseus-eng2.xml	tlg0034/tlg001/tlg0034.tlg001.perseus-eng2.xml	Against Leocrates	Lycurgus	J. O. Burtt; J. O. Burtt	Trustees of Tufts University	Medford, MA	Perseus 2.0	"Lyc.
                1.41"	eng; grc; lat		The Annenberg CPB/Project	Gregory Crane	108112	16894	1954
