period	group_cat	resource_meta	has_right
Classical (500–360 BCE)	Magistrates	Protection from arbitrary banishment	0
Classical (500–360 BCE)	Magistrates	Protection from capital punishment	0
Classical (500–360 BCE)	Magistrates	Protection from corporal punishment	0
Classical (500–360 BCE)	Magistrates	Protection from enslavement	0
Classical (500–360 BCE)	Magistrates	Protection from legal prosecution	0
Classical (500–360 BCE)	Magistrates	Protection from public libel	0
Classical (500–360 BCE)	Magistrates	Right to a dowry	0
Classical (500–360 BCE)	Magistrates	Right to a legal trial	1
Classical (500–360 BCE)	Magistrates	Right to address the assembly	1
Classical (500–360 BCE)	Magistrates	Right to adopt	0
Classical (500–360 BCE)	Magistrates	Right to bear arms	0
Classical (500–360 BCE)	Magistrates	Right to bodily autonomy	0
Classical (500–360 BCE)	Magistrates	Right to burial	0
Classical (500–360 BCE)	Magistrates	Right to citizenship	0
Classical (500–360 BCE)	Magistrates	Right to dispose of property	0
Classical (500–360 BCE)	Magistrates	Right to free speech	0
Classical (500–360 BCE)	Magistrates	Right to freedom of movement	0
Classical (500–360 BCE)	Magistrates	Right to inherit divine covenant	0
Classical (500–360 BCE)	Magistrates	Right to inherit property	0
Classical (500–360 BCE)	Magistrates	Right to marry	0
Classical (500–360 BCE)	Magistrates	Right to military protection	0
Classical (500–360 BCE)	Magistrates	Right to own land	0
Classical (500–360 BCE)	Magistrates	Right to own property	0
Classical (500–360 BCE)	Magistrates	Right to professional judgement	0
Classical (500–360 BCE)	Magistrates	Right to remuneration for office	1
Classical (500–360 BCE)	Magistrates	Right to reside in the city	0
Classical (500–360 BCE)	Magistrates	Right to retain own earnings	0
Classical (500–360 BCE)	Magistrates	Right to retain property	0
Classical (500–360 BCE)	Magistrates	Right to speak first in assembly	0
Classical (500–360 BCE)	Magistrates	Right to valid professional opinion	0
Classical (500–360 BCE)	Magistrates	Right to vote in the Ekklesia	0
Classical (500–360 BCE)	Men	Access to education	0
Classical (500–360 BCE)	Men	Access to public honors	1
Classical (500–360 BCE)	Men	Access to religious rites	0
Classical (500–360 BCE)	Men	Access to the gymnasium	0
Classical (500–360 BCE)	Men	Eligibility for public office	1
Classical (500–360 BCE)	Men	Exemption from compulsory public financing	0
Classical (500–360 BCE)	Men	Exemption from legal audit	0
Classical (500–360 BCE)	Men	Exemption from manual labor	1
Classical (500–360 BCE)	Men	Exemption from military service	0
Classical (500–360 BCE)	Men	Exemption from public service financing	0
Classical (500–360 BCE)	Men	Exemption from taxes	0
Classical (500–360 BCE)	Men	Political power	1
Classical (500–360 BCE)	Men	Protection from arbitrary banishment	0
Classical (500–360 BCE)	Men	Protection from capital punishment	0
Classical (500–360 BCE)	Men	Protection from corporal punishment	1
Classical (500–360 BCE)	Men	Protection from enslavement	0
Classical (500–360 BCE)	Men	Protection from legal prosecution	0
Classical (500–360 BCE)	Men	Protection from public libel	0
Classical (500–360 BCE)	Men	Right to a dowry	0
Classical (500–360 BCE)	Men	Right to a legal trial	0
Classical (500–360 BCE)	Men	Right to address the assembly	0
Classical (500–360 BCE)	Men	Right to adopt	0
Classical (500–360 BCE)	Men	Right to bear arms	0
Classical (500–360 BCE)	Men	Right to bodily autonomy	0
Classical (500–360 BCE)	Men	Right to burial	0
Classical (500–360 BCE)	Men	Right to citizenship	1
Classical (500–360 BCE)	Men	Right to dispose of property	1
Classical (500–360 BCE)	Men	Right to free speech	0
Classical (500–360 BCE)	Men	Right to freedom of movement	0
Classical (500–360 BCE)	Men	Right to inherit divine covenant	0
Classical (500–360 BCE)	Men	Right to inherit property	1
Classical (500–360 BCE)	Men	Right to marry	0
Classical (500–360 BCE)	Men	Right to military protection	0
Classical (500–360 BCE)	Men	Right to own land	0
Classical (500–360 BCE)	Men	Right to own property	0
Classical (500–360 BCE)	Men	Right to professional judgement	0
Classical (500–360 BCE)	Men	Right to remuneration for office	1
Classical (500–360 BCE)	Men	Right to reside in the city	0
Classical (500–360 BCE)	Men	Right to retain own earnings	0
Classical (500–360 BCE)	Men	Right to retain property	0
Classical (500–360 BCE)	Men	Right to speak first in assembly	0
Classical (500–360 BCE)	Men	Right to valid professional opinion	0
Classical (500–360 BCE)	Men	Right to vote in the Ekklesia	0
Classical (500–360 BCE)	Minors	Access to education	0
Classical (500–360 BCE)	Minors	Access to public honors	1
Classical (500–360 BCE)	Minors	Access to religious rites	0
Classical (500–360 BCE)	Minors	Access to the gymnasium	0
Classical (500–360 BCE)	Minors	Eligibility for public office	0
Classical (500–360 BCE)	Minors	Exemption from compulsory public financing	0
Classical (500–360 BCE)	Minors	Exemption from legal audit	0
Classical (500–360 BCE)	Minors	Exemption from manual labor	0
Classical (500–360 BCE)	Minors	Exemption from military service	0
Classical (500–360 BCE)	Minors	Exemption from public service financing	0
Classical (500–360 BCE)	Minors	Exemption from taxes	0
Classical (500–360 BCE)	Minors	Political power	0
Classical (500–360 BCE)	Minors	Protection from arbitrary banishment	0
Classical (500–360 BCE)	Minors	Protection from capital punishment	1
Classical (500–360 BCE)	Minors	Protection from corporal punishment	1
Classical (500–360 BCE)	Minors	Protection from enslavement	0
Classical (500–360 BCE)	Minors	Protection from legal prosecution	0
Classical (500–360 BCE)	Minors	Protection from public libel	0
Classical (500–360 BCE)	Minors	Right to a dowry	0
Classical (500–360 BCE)	Minors	Right to a legal trial	0
Classical (500–360 BCE)	Minors	Right to address the assembly	0
Classical (500–360 BCE)	Minors	Right to adopt	0
Classical (500–360 BCE)	Minors	Right to bear arms	0
Classical (500–360 BCE)	Minors	Right to bodily autonomy	0
Classical (500–360 BCE)	Minors	Right to burial	0
Classical (500–360 BCE)	Minors	Right to citizenship	1
Classical (500–360 BCE)	Minors	Right to dispose of property	0
Classical (500–360 BCE)	Minors	Right to free speech	0
Classical (500–360 BCE)	Minors	Right to freedom of movement	0
Classical (500–360 BCE)	Minors	Right to inherit divine covenant	0
Classical (500–360 BCE)	Minors	Right to inherit property	0
Classical (500–360 BCE)	Minors	Right to marry	0
Classical (500–360 BCE)	Minors	Right to military protection	0
Classical (500–360 BCE)	Minors	Right to own land	0
Classical (500–360 BCE)	Minors	Right to own property	0
Classical (500–360 BCE)	Minors	Right to professional judgement	0
Classical (500–360 BCE)	Minors	Right to remuneration for office	0
Classical (500–360 BCE)	Minors	Right to reside in the city	0
Classical (500–360 BCE)	Minors	Right to retain own earnings	0
Classical (500–360 BCE)	Minors	Right to retain property	0
Classical (500–360 BCE)	Minors	Right to speak first in assembly	0
Classical (500–360 BCE)	Minors	Right to valid professional opinion	0
Classical (500–360 BCE)	Minors	Right to vote in the Ekklesia	0
Classical (500–360 BCE)	Nobles	Access to education	0
Classical (500–360 BCE)	Nobles	Access to public honors	0
Classical (500–360 BCE)	Nobles	Access to religious rites	0
Classical (500–360 BCE)	Nobles	Access to the gymnasium	0
Classical (500–360 BCE)	Nobles	Eligibility for public office	1
Classical (500–360 BCE)	Nobles	Exemption from compulsory public financing	0
Classical (500–360 BCE)	Nobles	Exemption from legal audit	0
Classical (500–360 BCE)	Nobles	Exemption from manual labor	0
Classical (500–360 BCE)	Nobles	Exemption from military service	0
Classical (500–360 BCE)	Nobles	Exemption from public service financing	0
Classical (500–360 BCE)	Nobles	Exemption from taxes	0
Classical (500–360 BCE)	Nobles	Political power	0
Classical (500–360 BCE)	Nobles	Protection from arbitrary banishment	0
Classical (500–360 BCE)	Nobles	Protection from capital punishment	0
Classical (500–360 BCE)	Nobles	Protection from corporal punishment	0
Classical (500–360 BCE)	Nobles	Protection from enslavement	0
Classical (500–360 BCE)	Nobles	Protection from legal prosecution	0
Classical (500–360 BCE)	Nobles	Protection from public libel	1
Classical (500–360 BCE)	Nobles	Right to a dowry	0
Classical (500–360 BCE)	Nobles	Right to a legal trial	0
Classical (500–360 BCE)	Nobles	Right to address the assembly	0
Classical (500–360 BCE)	Nobles	Right to adopt	0
Classical (500–360 BCE)	Nobles	Right to bear arms	0
Classical (500–360 BCE)	Nobles	Right to bodily autonomy	0
Classical (500–360 BCE)	Nobles	Right to burial	0
Classical (500–360 BCE)	Nobles	Right to citizenship	0
Classical (500–360 BCE)	Nobles	Right to dispose of property	0
Classical (500–360 BCE)	Nobles	Right to free speech	0
Classical (500–360 BCE)	Nobles	Right to freedom of movement	0
Classical (500–360 BCE)	Nobles	Right to inherit divine covenant	0
Classical (500–360 BCE)	Nobles	Right to inherit property	0
Classical (500–360 BCE)	Nobles	Right to marry	0
Classical (500–360 BCE)	Nobles	Right to military protection	0
Classical (500–360 BCE)	Nobles	Right to own land	0
Classical (500–360 BCE)	Nobles	Right to own property	0
Classical (500–360 BCE)	Nobles	Right to professional judgement	0
Classical (500–360 BCE)	Nobles	Right to remuneration for office	0
Classical (500–360 BCE)	Nobles	Right to reside in the city	0
Classical (500–360 BCE)	Nobles	Right to retain own earnings	0
Classical (500–360 BCE)	Nobles	Right to retain property	0
Classical (500–360 BCE)	Nobles	Right to speak first in assembly	0
Classical (500–360 BCE)	Nobles	Right to valid professional opinion	0
Classical (500–360 BCE)	Nobles	Right to vote in the Ekklesia	0
Classical (500–360 BCE)	Orphans	Access to education	0
Classical (500–360 BCE)	Orphans	Access to public honors	0
Classical (500–360 BCE)	Orphans	Access to religious rites	0
Classical (500–360 BCE)	Orphans	Access to the gymnasium	0
Classical (500–360 BCE)	Orphans	Eligibility for public office	0
Classical (500–360 BCE)	Orphans	Exemption from compulsory public financing	0
Classical (500–360 BCE)	Orphans	Exemption from legal audit	0
Classical (500–360 BCE)	Orphans	Exemption from manual labor	0
Classical (500–360 BCE)	Orphans	Exemption from military service	0
Classical (500–360 BCE)	Orphans	Exemption from public service financing	0
Classical (500–360 BCE)	Orphans	Exemption from taxes	0
Classical (500–360 BCE)	Orphans	Political power	0
Classical (500–360 BCE)	Orphans	Protection from arbitrary banishment	0
Classical (500–360 BCE)	Orphans	Protection from capital punishment	0
Classical (500–360 BCE)	Orphans	Protection from corporal punishment	0
Classical (500–360 BCE)	Orphans	Protection from enslavement	0
Classical (500–360 BCE)	Orphans	Protection from legal prosecution	0
Classical (500–360 BCE)	Orphans	Protection from public libel	0
Classical (500–360 BCE)	Orphans	Right to a dowry	0
Classical (500–360 BCE)	Orphans	Right to a legal trial	0
Classical (500–360 BCE)	Orphans	Right to address the assembly	0
Classical (500–360 BCE)	Orphans	Right to adopt	0
Classical (500–360 BCE)	Orphans	Right to bear arms	0
Classical (500–360 BCE)	Orphans	Right to bodily autonomy	0
Classical (500–360 BCE)	Orphans	Right to burial	0
Classical (500–360 BCE)	Orphans	Right to citizenship	0
Classical (500–360 BCE)	Orphans	Right to dispose of property	0
Classical (500–360 BCE)	Orphans	Right to free speech	0
Classical (500–360 BCE)	Orphans	Right to freedom of movement	0
Classical (500–360 BCE)	Orphans	Right to inherit divine covenant	0
Classical (500–360 BCE)	Orphans	Right to inherit property	0
Classical (500–360 BCE)	Orphans	Right to marry	0
Classical (500–360 BCE)	Orphans	Right to military protection	0
Classical (500–360 BCE)	Orphans	Right to own land	0
Classical (500–360 BCE)	Orphans	Right to own property	0
Classical (500–360 BCE)	Orphans	Right to professional judgement	0
Classical (500–360 BCE)	Orphans	Right to remuneration for office	0
Classical (500–360 BCE)	Orphans	Right to reside in the city	0
Classical (500–360 BCE)	Orphans	Right to retain own earnings	0
Classical (500–360 BCE)	Orphans	Right to retain property	0
Classical (500–360 BCE)	Orphans	Right to speak first in assembly	0
Classical (500–360 BCE)	Orphans	Right to valid professional opinion	0
Classical (500–360 BCE)	Orphans	Right to vote in the Ekklesia	0
Classical (500–360 BCE)	Other	Access to education	0
Classical (500–360 BCE)	Other	Access to public honors	0
Classical (500–360 BCE)	Other	Access to religious rites	0
Classical (500–360 BCE)	Other	Access to the gymnasium	1
Classical (500–360 BCE)	Other	Eligibility for public office	0
Classical (500–360 BCE)	Other	Exemption from compulsory public financing	0
Classical (500–360 BCE)	Other	Exemption from legal audit	0
Classical (500–360 BCE)	Other	Exemption from manual labor	0
Classical (500–360 BCE)	Other	Exemption from military service	0
Classical (500–360 BCE)	Other	Exemption from public service financing	0
Classical (500–360 BCE)	Other	Exemption from taxes	0
Classical (500–360 BCE)	Other	Political power	0
Classical (500–360 BCE)	Other	Protection from arbitrary banishment	0
Classical (500–360 BCE)	Other	Protection from capital punishment	1
Classical (500–360 BCE)	Other	Protection from corporal punishment	1
Classical (500–360 BCE)	Other	Protection from enslavement	0
Classical (500–360 BCE)	Other	Protection from legal prosecution	0
Classical (500–360 BCE)	Other	Protection from public libel	0
Classical (500–360 BCE)	Other	Right to a dowry	0
Classical (500–360 BCE)	Other	Right to a legal trial	0
Classical (500–360 BCE)	Other	Right to address the assembly	0
Classical (500–360 BCE)	Other	Right to adopt	0
Classical (500–360 BCE)	Other	Right to bear arms	0
Classical (500–360 BCE)	Other	Right to bodily autonomy	0
Classical (500–360 BCE)	Other	Right to burial	0
Classical (500–360 BCE)	Other	Right to citizenship	0
